Test,Function,Failed,Passed,Occurrence_Count,Failure_Count,Success_Count,Tarantula_Score,SBI_Score,Jaccard_Score,Ochiai_Score,Average_Score
testSetSeriesToolTipGenerator,org/jfree/chart/plot/XYPlot:setDomainCrosshairVisible:(Z)V,False,True,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0
testSetSeriesToolTipGenerator,org/jfree/chart/plot/XYPlot:setRangeCrosshairVisible:(Z)V,False,True,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0
testSetSeriesToolTipGenerator,org/jfree/chart/renderer/xy/AbstractXYItemRenderer:getToolTipGenerator:(II)Lorg/jfree/chart/labels/XYToolTipGenerator;,False,True,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0
testSetSeriesToolTipGenerator,org/jfree/chart/ChartFactory:createXYStepChart:(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/jfree/data/xy/XYDataset;Lorg/jfree/chart/plot/PlotOrientation;ZZZ)Lorg/jfree/chart/JFreeChart;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/data/xy/DefaultOHLCDataset:clone:()Ljava/lang/Object;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimeSeries:setMaximumItemCount:(I)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/title/LegendGraphic:clone:()Ljava/lang/Object;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetXLowValue,org/jfree/data/xy/YWithXInterval:getXLow:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetXLowValue,org/jfree/data/xy/XIntervalDataItem:getXLowValue:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetXLowValue,org/jfree/data/xy/XIntervalSeries:getXLowValue:(I)D,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:equals:(Ljava/lang/Object;)Z,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getExplodedPieArea:()Ljava/awt/geom/Rectangle2D;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setExplodedPieArea:(Ljava/awt/geom/Rectangle2D;)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getPieCenterX:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setPieCenterX:(D)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getPieCenterY:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setPieCenterY:(D)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getLinkArea:()Ljava/awt/geom/Rectangle2D;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setLinkArea:(Ljava/awt/geom/Rectangle2D;)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getPieHRadius:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setPieHRadius:(D)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getPieWRadius:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setPieWRadius:(D)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getLowerY:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getUpperY:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getAngle:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getLabel:()Lorg/jfree/text/TextBox;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getAllocatedY:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getGap:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PieLabelRecord:getLinkPercent:()D,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testSetItemLabelPaint,org/jfree/chart/renderer/AbstractRenderer:getItemLabelPaint:(II)Ljava/awt/Paint;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/axis/ModuloAxis:<init>:(Ljava/lang/String;Lorg/jfree/data/Range;)V,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/axis/ModuloAxis:equals:(Ljava/lang/Object;)Z,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:<init>:(Lorg/jfree/data/category/CategoryDataset;Lorg/jfree/util/TableOrder;I)V,False,True,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getUnderlyingDataset:()Lorg/jfree/data/category/CategoryDataset;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getExtractType:()Lorg/jfree/util/TableOrder;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getExtractIndex:()I,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getItemCount:()I,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getValue:(I)Ljava/lang/Number;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/data/category/CategoryToPieDataset:getKey:(I)Ljava/lang/Comparable;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/needle/MiddlePinNeedle:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:<init>:(Ljava/lang/String;Ljava/lang/Comparable;DD)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setAngle:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/category/StatisticalBarRenderer:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testCompareTo,org/jfree/data/time/SimpleTimePeriod:compareTo:(Ljava/lang/Object;)I,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/needle/WindNeedle:<init>:()V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/needle/WindNeedle:equals:(Ljava/lang/Object;)Z,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItems,org/jfree/chart/plot/PiePlot:setIgnoreZeroValues:(Z)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItems,org/jfree/chart/plot/PiePlot:lookupSectionPaint:(Ljava/lang/Comparable;)Ljava/awt/Paint;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItems,org/jfree/data/general/DefaultPieDataset:getIndex:(Ljava/lang/Comparable;)I,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/xy/CandlestickRenderer:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/labels/HighLowItemLabelGenerator:clone:()Ljava/lang/Object;,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetRowIndex,org/jfree/data/category/SlidingCategoryDataset:<init>:(Lorg/jfree/data/category/CategoryDataset;II)V,False,True,9,0.0,9.0,0.0,0.0,0.0,0.0,0.0
testGetRowIndex,org/jfree/data/category/SlidingCategoryDataset:getRowIndex:(Ljava/lang/Comparable;)I,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/plot/dial/ArcDialFrame:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testCloning_QuadrantPaint,org/jfree/chart/plot/XYPlot:setQuadrantPaint:(ILjava/awt/Paint;)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/xy/HighLowRenderer:setCloseTickPaint:(Ljava/awt/Paint;)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/xy/HighLowRenderer:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/xy/HighLowRenderer:equals:(Ljava/lang/Object;)Z,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/gantt/Task:setDescription:(Ljava/lang/String;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/gantt/Task:setDuration:(Lorg/jfree/data/time/TimePeriod;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/category/WaterfallBarRenderer:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/category/WaterfallBarRenderer:readObject:(Ljava/io/ObjectInputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testAddOrUpdate,org/jfree/data/time/TimeSeries:updateBoundsForRemovedItem:(Lorg/jfree/data/time/TimeSeriesDataItem;)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:<init>:()V,False,True,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:<init>:(Lorg/jfree/data/time/TimePeriodValues;)V,False,True,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:setXPosition:(Lorg/jfree/data/time/TimePeriodAnchor;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:addSeries:(Lorg/jfree/data/time/TimePeriodValues;)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:equals:(Ljava/lang/Object;)Z,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:getDomainIsPointsInTime:()Z,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValuesCollection:setDomainIsPointsInTime:(Z)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValues:getDomainDescription:()Ljava/lang/String;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/data/time/TimePeriodValues:getRangeDescription:()Ljava/lang/String;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/category/StatisticalBarRenderer:readObject:(Ljava/io/ObjectInputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setRangePannable:(Z)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setTipRadius:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setDomainPannable:(Z)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setBaseRadius:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setLabelOffset:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setArrowLength:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setArrowWidth:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setArrowStroke:(Ljava/awt/Stroke;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:setArrowPaint:(Ljava/awt/Paint;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/annotations/CategoryPointerAnnotation:equals:(Ljava/lang/Object;)Z,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/chart/axis/CategoryLabelPosition:<init>:()V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/chart/axis/CategoryLabelPosition:hashCode:()I,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/block/LabelBlock:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/block/LabelBlock:readObject:(Ljava/io/ObjectInputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testRemoveRow,org/jfree/data/DefaultKeyedValues2D:removeRow:(I)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/DefaultPolarItemRenderer:<clinit>:()V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/DefaultPolarItemRenderer:equals:(Ljava/lang/Object;)Z,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/DefaultPolarItemRenderer:readObject:(Ljava/io/ObjectInputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/renderer/DefaultPolarItemRenderer:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testRN,org/jfree/chart/block/RectangleConstraint:toRangeWidth:(Lorg/jfree/data/Range;)Lorg/jfree/chart/block/RectangleConstraint;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testRN,org/jfree/chart/block/GridArrangement:arrangeRN:(Lorg/jfree/chart/block/BlockContainer;Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/chart/labels/AbstractPieItemLabelGenerator:hashCode:()I,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/data/xy/DefaultXYZDataset:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/data/DomainOrder:hashCode:()I,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:<init>:()V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setPaint:(Ljava/awt/Paint;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setDomainGridlinesVisible:(Z)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setDomainGridlineStroke:(Ljava/awt/Stroke;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setDomainGridlinePaint:(Ljava/awt/Paint;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setRangeGridlinesVisible:(Z)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setRangeGridlineStroke:(Ljava/awt/Stroke;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/FastScatterPlot:setRangeGridlinePaint:(Ljava/awt/Paint;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setPieArea:(Ljava/awt/geom/Rectangle2D;)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:getPieArea:()Ljava/awt/geom/Rectangle2D;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullLegendLabels,org/jfree/chart/plot/PiePlotState:setLatestAngle:(D)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/dial/DialPlot:addLayer:(Lorg/jfree/chart/plot/dial/DialLayer;)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/dial/StandardDialFrame:setBackgroundPaint:(Ljava/awt/Paint;)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/chart/labels/StandardXYSeriesLabelGenerator:<init>:()V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testHashCode,org/jfree/chart/labels/StandardXYSeriesLabelGenerator:hashCode:()I,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/block/GridArrangement:equals:(Ljava/lang/Object;)Z,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/AbstractRenderer:getItemShape:(II)Ljava/awt/Shape;,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/AbstractRenderer:isItemLabelVisible:(II)Z,False,True,8,0.0,8.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/AbstractRenderer:isSeriesItemLabelsVisible:(I)Z,False,True,8,0.0,8.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:getPassCount:()I,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:getUseOutlinePaint:()Z,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:initialise:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/data/xy/XYDataset;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/renderer/xy/XYItemRendererState;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:drawItem:(Ljava/awt/Graphics2D;Lorg/jfree/chart/renderer/xy/XYItemRendererState;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PlotRenderingInfo;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/data/xy/XYDataset;IILorg/jfree/chart/plot/CrosshairState;I)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:isLinePass:(I)Z,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:isItemPass:(I)Z,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:drawPrimaryLine:(Lorg/jfree/chart/renderer/xy/XYItemRendererState;Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/data/xy/XYDataset;IIILorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;Ljava/awt/geom/Rectangle2D;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:drawFirstPassShape:(Ljava/awt/Graphics2D;IIILjava/awt/Shape;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer:drawSecondaryPass:(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/XYPlot;Lorg/jfree/data/xy/XYDataset;IIILorg/jfree/chart/axis/ValueAxis;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/plot/CrosshairState;Lorg/jfree/chart/entity/EntityCollection;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer$State:<init>:(Lorg/jfree/chart/plot/PlotRenderingInfo;)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/renderer/xy/XYLineAndShapeRenderer$State:startSeriesPass:(Lorg/jfree/data/xy/XYDataset;IIIII)V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/annotations/XYTitleAnnotation:draw:(Ljava/awt/Graphics2D;Lorg/jfree/chart/plot/XYPlot;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;ILorg/jfree/chart/plot/PlotRenderingInfo;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/util/XYCoordinateType:<clinit>:()V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testDrawWithNullInfo,org/jfree/chart/util/XYCoordinateType:<init>:(Ljava/lang/String;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testGetRangeBounds,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset:getItem:(II)Lorg/jfree/data/statistics/BoxAndWhiskerItem;,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testGetRangeBounds,org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset:updateBounds:()V,False,True,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/category/ScatterRenderer:setSeriesShapesFilled:(IZ)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/category/ScatterRenderer:setBaseShapesFilled:(Z)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testCloning,org/jfree/chart/renderer/category/ScatterRenderer:clone:()Ljava/lang/Object;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItemSeriesIndex,org/jfree/chart/renderer/category/CategoryStepRenderer:<init>:()V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItemSeriesIndex,org/jfree/chart/renderer/category/CategoryStepRenderer:<init>:(Z)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testGetLegendItemSeriesIndex,org/jfree/chart/renderer/category/CategoryStepRenderer:getLegendItem:(II)Lorg/jfree/chart/LegendItem;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/dial/DialCap:setFillPaint:(Ljava/awt/Paint;)V,False,True,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/dial/DialPlot:setView:(DDDD)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testIndexOf,org/jfree/data/xy/DefaultWindDataset:getSeriesCount:()I,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/dial/DialPlot:setDialFrame:(Lorg/jfree/chart/plot/dial/DialFrame;)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testFillPaintLookup,org/jfree/chart/plot/DefaultDrawingSupplier:getNextFillPaint:()Ljava/awt/Paint;,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testRemoveColumnByIndex,org/jfree/data/KeyedObjects2D:removeColumn:(I)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testRemoveColumnByIndex,org/jfree/data/KeyedObjects2D:removeColumn:(Ljava/lang/Comparable;)V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testRemoveColumnByIndex,org/jfree/data/KeyedObjects:removeValue:(I)V,False,True,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/plot/ContourPlot:<clinit>:()V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/plot/ContourPlot:<init>:(Lorg/jfree/data/contour/ContourDataset;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ValueAxis;Lorg/jfree/chart/axis/ColorBar;)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testSerialization,org/jfree/chart/labels/StandardContourToolTipGenerator:<init>:()V,False,True,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/PiePlot3D:<init>:()V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/PiePlot3D:setDepthFactor:(D)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
testEquals,org/jfree/chart/plot/PiePlot3D:setDarkerSides:(Z)V,False,True,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
